370,430,129.212,35.152,24.019,519300.375,3889942.25,1
370,431,129.212,35.181,24.039,519293.625,3893114,1
371,431,129.244,35.181,24.012,522207.25,3893120.75,1
371,432,129.244,35.209,24.005,522199.469,3896292.25,1
372,432,129.276,35.209,24.005,525102.938,3896300,1
372,433,129.276,35.238,23.973,525094.125,3899471.75,1
372,434,129.276,35.266,23.956,525085.375,3902632.5,1
372,435,129.276,35.295,23.947,525076.562,3905804.25,1
372,436,129.276,35.324,23.989,525067.75,3908965,1
373,432,129.308,35.209,24.079,528015.562,3896308.5,1
373,433,129.308,35.238,23.978,528005.75,3899480.25,1
373,434,129.308,35.266,23.886,527995.938,3902641,1
373,435,129.308,35.295,23.831,527986.125,3905812.75,1
373,436,129.308,35.324,23.819,527976.25,3908973.5,1
374,434,129.34,35.266,23.959,530906.5,3902650.5,1
374,435,129.34,35.295,23.881,530895.625,3905822.25,1
374,436,129.34,35.324,23.894,530884.812,3908983,1
374,437,129.34,35.352,23.92,530873.938,3912154.75,1
375,436,129.372,35.324,23.896,533784.25,3908993.5,1
375,437,129.372,35.352,23.916,533772.375,3912165.25,1
375,438,129.372,35.381,23.999,533760.5,3915326,1
375,439,129.372,35.409,24.104,533748.562,3918497.75,1
375,440,129.372,35.438,24.246,533736.688,3921658.75,1
375,441,129.372,35.466,24.417,533724.75,3924819.5,1
376,437,129.404,35.352,23.771,536679.875,3912176.5,1
376,438,129.404,35.381,23.763,536666.938,3915337.25,1
376,439,129.404,35.409,23.896,536654,3918509.25,1
376,440,129.404,35.438,24.133,536641.125,3921670,1
376,441,129.404,35.466,24.35,536628.188,3924830.75,1
376,442,129.404,35.495,24.543,536615.25,3927991.75,1
376,461,129.404,36.034,25.104,536368.875,3987828.25,1
376,462,129.404,36.062,25.072,536355.875,3990956,1
377,439,129.436,35.409,24.05,539559.5,3918521.5,1
377,440,129.436,35.438,24.259,539545.562,3921682.25,1
377,441,129.436,35.466,24.328,539531.625,3924843.25,1
377,442,129.436,35.495,24.326,539517.625,3928004,1
377,460,129.436,36.006,24.19,539265.812,3984690.5,1
377,461,129.436,36.034,24.148,539251.688,3987840.75,1
377,462,129.436,36.062,24.256,539237.688,3990968.5,1
377,463,129.436,36.091,24.176,539223.688,3994107.5,1
377,464,129.436,36.119,23.776,539209.562,3997246.5,1
378,441,129.468,35.466,24.145,542425.938,3924856.5,1
378,442,129.468,35.495,24.1,542411,3928017.25,1
378,443,129.468,35.523,24.059,542396,3931178,1
378,444,129.468,35.552,24.04,542381.062,3934327.75,1
378,445,129.468,35.58,24.064,542366.062,3937488.75,1
378,446,129.468,35.609,24.12,542351.062,3940638.5,1
378,447,129.468,35.637,24.232,542336.062,3943799.5,1
378,448,129.468,35.666,24.39,542321.062,3946949.25,1
378,461,129.468,36.034,22.997,542125.562,3987854,1
378,462,129.468,36.062,22.567,542110.562,3990981.75,1
378,463,129.468,36.091,22.49,542095.438,3994120.75,1
378,464,129.468,36.119,22.347,542080.375,3997259.75,1
379,443,129.5,35.523,23.866,545297.375,3931192.25,1
379,444,129.5,35.552,23.768,545281.438,3934342,1
379,445,129.5,35.58,23.715,545265.375,3937503,1
379,446,129.5,35.609,23.682,545249.375,3940652.75,1
379,447,129.5,35.637,23.734,545233.312,3943813.75,1
379,448,129.5,35.666,23.938,545217.312,3946963.5,1
379,449,129.5,35.694,24.162,545201.25,3950124.5,1
379,450,129.5,35.722,24.281,545185.25,3953274.25,1
379,451,129.5,35.751,24.405,545169.188,3956424.25,1
379,452,129.5,35.779,24.535,545153.125,3959574,1
379,461,129.5,36.034,21.777,545008.438,3987868.25,1
379,462,129.5,36.062,21.446,544992.375,3990996.25,1
379,463,129.5,36.091,21.513,544976.25,3994135,1
379,464,129.5,36.119,21.454,544960.125,3997274,1
380,448,129.532,35.666,23.482,548113.562,3946978.75,1
380,449,129.532,35.694,23.513,548096.5,3950139.75,1
380,450,129.532,35.722,23.59,548079.438,3953289.5,1
380,451,129.532,35.751,23.797,548062.375,3956439.5,1
380,452,129.532,35.779,24.274,548045.25,3959589.25,1
380,453,129.532,35.807,24.642,548028.25,3962728,1
380,454,129.532,35.836,24.52,548011.125,3965878,1
380,455,129.532,35.864,24.368,547994,3969028,1
380,456,129.532,35.893,24.199,547976.938,3972166.75,1
380,457,129.532,35.921,24.133,547959.812,3975316.75,1
380,462,129.532,36.062,21.004,547874.25,3991011.5,1
380,463,129.532,36.091,21.188,547857.062,3994150.25,1
380,464,129.532,36.119,21.146,547839.938,3997289.25,1
381,452,129.564,35.779,23.66,550928.375,3959605.5,1
381,453,129.564,35.807,23.842,550910.312,3962744.25,1
381,454,129.564,35.836,23.85,550892.188,3965894.25,1
381,455,129.564,35.864,23.6,550874.062,3969044,1
381,456,129.564,35.893,23.196,550855.938,3972183,1
381,457,129.564,35.921,23.035,550837.75,3975333,1
381,458,129.564,35.949,23.156,550819.688,3978471.75,1
381,459,129.564,35.978,23.024,550801.5,3981610.75,1
381,463,129.564,36.091,21.279,550728.875,3994166.5,1
381,464,129.564,36.119,21.219,550710.688,3997305.5,1
382,457,129.596,35.921,21.683,553724.812,3975350,1
382,458,129.596,35.949,21.68,553705.625,3978489,1
382,459,129.596,35.978,21.852,553686.5,3981627.75,1
382,460,129.596,36.006,21.77,553667.312,3984766.75,1
382,461,129.596,36.034,21.49,553648.062,3987916.75,1
382,462,129.596,36.062,21.331,553628.938,3991044.75,1
382,463,129.596,36.091,21.306,553609.688,3994183.75,1
382,464,129.596,36.119,21.526,553590.5,3997322.75,1
