383,464
!=============
188,236,     536750.0,    3998250.0,377,464,377,464,377,464,377,464,377,464,377,463,377,464,377,464,377,464,129.408417, 36.128242,0
189,236,     537250.0,    3998250.0,377,464,377,464,377,464,377,464,377,464,377,463,377,464,377,464,377,464,129.413971, 36.128223,0
190,236,     537750.0,    3998250.0,377,464,377,464,377,464,378,464,377,464,377,463,377,464,377,464,377,464,129.419525, 36.128204,0
191,236,     538250.0,    3998250.0,377,464,377,464,377,464,378,464,377,464,377,463,377,464,377,464,377,464,129.425079, 36.128185,0
192,236,     538750.0,    3998250.0,377,464,377,464,378,464,378,464,378,464,377,463,377,464,377,464,377,464,129.430649, 36.128166,0
193,236,     539250.0,    3998250.0,377,464,377,464,378,464,378,464,378,464,377,463,377,464,377,464,377,464,129.436203, 36.128147,0
194,236,     539750.0,    3998250.0,377,464,377,464,378,464,378,464,378,464,377,463,377,464,377,464,377,464,129.441757, 36.128124,0
195,236,     540250.0,    3998250.0,377,464,377,464,378,464,378,464,378,464,377,463,377,464,377,464,377,464,129.447311, 36.128105,0
196,236,     540750.0,    3998250.0,378,464,378,464,378,464,379,464,378,464,378,463,377,464,377,464,377,464,129.452866, 36.128082,0
197,236,     541250.0,    3998250.0,378,464,378,464,378,464,379,464,378,464,378,463,377,464,377,464,377,464,129.458420, 36.128063,0
198,236,     541750.0,    3998250.0,378,464,378,464,379,464,379,464,379,464,378,463,377,464,377,464,377,464,129.463989, 36.128040,0
199,236,     542250.0,    3998250.0,378,464,378,464,379,464,379,464,379,464,378,463,377,464,377,464,377,464,129.469543, 36.128021,0
200,236,     542750.0,    3998250.0,378,464,378,464,379,464,379,464,379,464,378,463,377,464,377,464,377,464,129.475098, 36.127998,0
201,236,     543250.0,    3998250.0,378,464,378,464,379,464,379,464,379,464,378,463,378,464,377,464,378,464,129.480652, 36.127975,0
202,236,     543750.0,    3998250.0,379,464,379,464,379,464,380,464,379,464,379,463,378,464,378,464,378,464,129.486206, 36.127953,0
203,236,     544250.0,    3998250.0,379,464,379,464,379,464,380,464,379,464,379,463,378,464,378,464,378,464,129.491760, 36.127930,0
204,236,     544750.0,    3998250.0,379,464,379,464,380,464,380,464,380,464,379,463,378,464,378,464,378,464,129.497314, 36.127907,0
205,236,     545250.0,    3998250.0,379,464,379,464,380,464,380,464,380,464,379,463,378,464,378,464,378,464,129.502884, 36.127884,0
206,236,     545750.0,    3998250.0,379,464,379,464,380,464,380,464,380,464,379,463,379,464,378,464,379,464,129.508438, 36.127861,0
207,236,     546250.0,    3998250.0,379,464,379,464,380,464,380,464,380,464,379,463,379,464,378,464,379,464,129.513992, 36.127838,0
208,236,     546750.0,    3998250.0,380,464,380,464,380,464,381,464,380,464,380,463,379,464,379,464,379,464,129.519547, 36.127815,0
209,236,     547250.0,    3998250.0,380,464,380,464,381,464,381,464,381,464,380,463,379,464,379,464,379,464,129.525101, 36.127789,0
210,236,     547750.0,    3998250.0,380,464,380,464,381,464,381,464,381,464,380,463,379,464,379,464,379,464,129.530655, 36.127766,0
211,236,     548250.0,    3998250.0,380,464,380,464,381,464,381,464,381,464,380,463,379,464,379,464,379,464,129.536209, 36.127739,0
212,236,     548750.0,    3998250.0,380,464,380,464,381,464,381,464,381,464,380,463,380,464,379,464,380,464,129.541779, 36.127716,0
213,236,     549250.0,    3998250.0,380,464,380,464,381,464,382,464,381,464,380,463,380,464,379,464,380,464,129.547333, 36.127689,0
214,236,     549750.0,    3998250.0,381,464,381,464,381,464,382,464,381,464,381,463,380,464,380,464,380,464,129.552887, 36.127666,0
215,236,     550250.0,    3998250.0,381,464,381,464,382,464,382,464,382,464,381,463,380,464,380,464,380,464,129.558441, 36.127640,0
216,236,     550750.0,    3998250.0,381,464,381,464,382,464,382,464,382,464,381,463,380,464,380,464,380,464,129.563995, 36.127613,0
217,236,     551250.0,    3998250.0,381,464,381,464,382,464,382,464,382,464,381,463,380,464,380,464,380,464,129.569550, 36.127586,0
218,236,     551750.0,    3998250.0,381,464,381,464,382,464,382,464,382,464,381,463,381,464,380,464,381,464,129.575104, 36.127560,0
219,236,     552250.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,381,464,380,464,381,464,129.580673, 36.127533,0
220,236,     552750.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,381,464,381,464,381,464,129.586227, 36.127506,0
221,236,     553250.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,381,464,381,464,381,464,129.591782, 36.127480,0
222,236,     553750.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,381,464,381,464,381,464,129.597336, 36.127453,0
223,236,     554250.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,381,464,381,464,381,464,129.602890, 36.127422,0
224,236,     554750.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,382,464,381,464,382,464,129.608444, 36.127396,0
225,236,     555250.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,382,464,382,464,382,464,129.613998, 36.127365,0
226,236,     555750.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,382,464,382,464,382,464,129.619568, 36.127338,0
227,236,     556250.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,382,464,382,464,382,464,129.625122, 36.127308,0
228,236,     556750.0,    3998250.0,382,464,382,464,382,464,382,464,382,464,382,463,382,464,382,464,382,464,129.630676, 36.127281,0
189,235,     537250.0,    3997750.0,377,464,377,464,377,464,377,464,377,463,377,463,377,463,377,464,377,464,129.413956, 36.123718,0
190,235,     537750.0,    3997750.0,377,464,377,464,377,464,378,464,377,463,377,463,377,463,377,464,377,464,129.419510, 36.123699,0
191,235,     538250.0,    3997750.0,377,464,377,464,377,464,378,464,377,463,377,463,377,463,377,464,377,464,129.425064, 36.123680,0
192,235,     538750.0,    3997750.0,377,464,377,464,378,464,378,464,378,463,377,463,377,463,377,464,377,464,129.430618, 36.123657,0
193,235,     539250.0,    3997750.0,377,464,377,464,378,464,378,464,378,463,377,463,377,463,377,464,377,464,129.436172, 36.123638,0
194,235,     539750.0,    3997750.0,377,464,377,464,378,464,378,464,378,463,377,463,377,463,377,464,377,464,129.441727, 36.123619,0
195,235,     540250.0,    3997750.0,377,464,377,464,378,464,378,464,378,463,377,463,377,463,377,464,377,464,129.447281, 36.123596,0
196,235,     540750.0,    3997750.0,378,464,378,464,378,464,379,464,378,463,378,463,377,463,377,464,377,464,129.452850, 36.123577,0
197,235,     541250.0,    3997750.0,378,464,378,464,378,464,379,464,378,463,378,463,377,463,377,464,377,464,129.458405, 36.123554,0
198,235,     541750.0,    3997750.0,378,464,378,464,379,464,379,464,379,463,378,463,377,463,377,464,377,464,129.463959, 36.123535,0
199,235,     542250.0,    3997750.0,378,464,378,464,379,464,379,464,379,463,378,463,377,463,377,464,377,464,129.469513, 36.123512,0
200,235,     542750.0,    3997750.0,378,464,378,464,379,464,379,464,379,463,378,463,377,463,377,464,377,464,129.475067, 36.123489,0
